date,fr_gb,gb_fr,fr_cwe,cwe_fr,fr_ch,ch_fr,fr_it,it_fr,fr_es,es_fr,export_france,import_france
2020-11-16,1554.0,-496.0,587.2,-4050.4,3085.6,-71.7,2639.0,0.0,2450.0,0.0,10315.0,-4617.0
2006-03-22,2000.0,0.0,3503.0,-3833.0,3229.0,-746.0,2482.0,-1100.0,2.0,-412.0,11216.0,-6091.0
2009-09-25,381.021,-881.0,1137.0,-1860.0,2869.0,-1519.0,2406.0,0.0,310.0,-400.0,7103.021,-4660.0
2015-08-26,2000.0,0.0,1209.0,-1201.9,2682.8,-1706.9,2540.0,0.0,1000.0,0.0,9431.0,-2907.0
2009-09-26,0.0,0.0,2321.0,-795.0,2496.0,-5.0,2236.0,0.0,303.0,-13.0,7356.0,-813.0
2015-08-27,2000.0,0.0,1164.0,-2047.8,2662.4,-2314.0,2540.0,0.0,1000.0,0.0,9366.0,-4361.0
2020-11-17,1733.945,-2000.0,1765.65,-3685.0,3211.0,-13.6,2995.0,0.0,2728.0,0.0,12432.945,-5698.0
2015-08-28,2000.0,-394.0,1241.4,-1790.1,2517.3,-1379.9,2390.0,0.0,1200.0,0.0,9348.0,-3563.0
2006-03-23,1454.0,-24.5,3969.0,-3271.0,3233.0,-845.0,2187.0,-1075.0,1.0,-401.0,10844.0,-5616.5
2009-09-27,63.0,0.0,435.0,-2707.0,2756.0,-385.0,2256.0,0.0,343.0,-53.0,5853.0,-3145.0
2006-03-24,1267.0,0.0,2847.0,-3356.0,2909.0,-589.0,2732.0,-75.0,302.0,-709.0,10057.0,-4729.0
2020-11-18,51.0,-947.0,1337.0,-4794.8,3293.1,-85.1,3386.0,-668.0,2411.6,0.0,10478.0,-6494.0
2015-08-29,2000.0,-494.0,2250.5,-96.8,2301.5,-301.1,2240.0,0.0,1200.0,0.0,9991.0,-891.0
2006-03-25,1996.0,0.0,3269.0,-3167.0,3094.0,-483.0,2632.0,-75.0,302.0,-677.0,11293.0,-4402.0
2009-09-28,0.0,-1333.0,650.0,-4435.0,2961.0,-1334.0,2376.0,0.0,302.0,-502.0,6289.0,-7604.0
2009-09-29,204.0,-342.0,541.0,-1711.0,2556.0,-778.0,2256.0,0.0,303.0,-513.0,5860.0,-3344.0
2020-11-19,150.0,-250.0,362.45,-4566.1,3214.0,-8.0,2488.0,0.0,3006.0,0.0,9220.0,-4824.0
2015-08-30,2000.0,-494.0,2764.0,0.0,2011.3,-1461.6,1494.0,0.0,1200.0,0.0,9469.0,-1955.0
2006-03-26,1996.0,0.0,2392.0,-3070.0,3111.0,-614.0,2539.0,-75.0,672.0,-3.0,10710.0,-3762.0
2006-03-27,2000.0,0.0,2967.0,-1464.0,3240.0,-947.0,2535.0,0.0,262.0,-1.0,11004.0,-2412.0
2020-11-20,2000.0,-395.0,2213.1,-166.3,3170.7,-125.9,3109.0,-25.0,7.1,-3429.1,10499.0,-4140.0
2009-09-30,0.0,-910.0,1964.0,-1846.0,2731.0,-382.0,2086.0,0.0,303.0,-477.0,7084.0,-3615.0
2015-08-31,2000.0,-395.0,2756.9,0.0,2062.0,-1375.0,1494.0,0.0,1200.0,0.0,9512.0,-1770.0
2020-11-21,531.0,-2000.0,805.4,-4757.1,3129.3,-221.4,1676.0,0.0,3117.6,0.0,9258.0,-6978.0
2006-03-28,1843.0,-204.5,3419.0,-3137.0,3091.0,-743.0,2646.0,0.0,7.0,-412.0,11006.0,-4496.5
2009-10-01,269.0,-650.0,1422.0,-2405.0,2644.0,-448.0,2535.0,0.0,306.0,-36.0,7176.0,-3539.0
2015-09-01,2000.0,-395.0,1010.0,-87.5,2389.0,-1726.2,2470.0,0.0,400.0,0.0,8269.0,-2208.0
2020-11-22,721.0,0.0,56.9,-6099.2,2169.0,-532.7,1924.0,0.0,3237.0,-562.0,8107.0,-7193.0
2015-09-02,2000.0,0.0,4530.2,-335.0,2570.3,-1409.4,2700.0,0.0,300.0,0.0,12100.0,-1744.0
2006-03-29,1929.0,-113.0,4189.0,-2675.0,3159.0,-901.0,2535.0,0.0,825.0,-51.0,12637.0,-3740.0
2009-10-02,340.0,-565.0,970.0,-2591.0,2595.0,-217.0,2535.0,0.0,306.0,-36.0,6746.0,-3409.0
2009-10-03,169.0,-314.0,2037.0,-2914.0,2939.0,-107.0,2535.0,-25.0,206.0,-36.0,7886.0,-3396.0
2015-09-03,2000.0,-256.0,4132.5,-10.4,2473.4,-383.5,2470.0,0.0,400.0,0.0,11475.0,-649.0
2020-11-23,1029.0,-150.0,191.7,-7449.3,2731.1,-743.0,2995.0,0.0,1819.8,-1057.0,8765.0,-9399.0
2009-10-04,200.0,-39.0,1.0,-3078.0,2564.0,-360.0,2453.0,-50.0,206.0,-36.0,5424.0,-3563.0
2015-09-04,2000.0,0.0,1146.0,-1110.1,2862.6,-1068.8,2700.0,0.0,300.0,0.0,9008.0,-2178.0
2006-03-30,1970.0,-2.0,3751.0,-1996.0,3161.0,-528.0,2535.0,0.0,678.0,-49.0,12095.0,-2575.0
2020-11-24,890.0,-2000.0,28.8,-3721.2,3140.8,-6.6,3016.0,0.0,1348.6,-345.2,8422.0,-6072.0
2015-09-05,2000.0,-400.0,4236.7,-84.0,2279.0,-970.8,2700.0,0.0,300.0,0.0,11515.0,-1454.0
2006-03-31,2000.0,-353.0,3535.0,-1914.0,3161.0,-630.0,2540.0,0.0,1136.0,-8.0,12372.0,-2905.0
2009-10-05,0.0,-996.0,1043.0,-2359.0,2765.0,-957.0,2556.0,-100.0,203.0,-668.0,6567.0,-5080.0
2020-11-25,300.0,-25.0,3504.5,-5382.4,1614.6,-911.6,3323.0,-99.0,2779.4,-1844.0,11520.0,-8261.0
2015-09-06,2000.0,-400.0,1146.0,-1930.2,2099.8,-70.0,2470.0,0.0,300.0,0.0,8015.0,-2400.0
2009-10-06,0.0,-598.0,1594.0,-3399.0,2889.0,-228.0,2149.0,-350.0,206.0,-261.0,6838.0,-4836.0
2020-11-26,2000.0,0.0,0.0,-6276.4,3369.3,-1907.0,3297.0,0.0,595.9,-555.9,9261.0,-8738.0
2009-10-07,0.0,-997.0,1122.0,-3607.0,2765.0,-1045.0,1986.0,-375.0,203.0,-728.0,6076.0,-6752.0
2015-09-07,2000.0,-400.0,2908.6,-31.0,2690.2,-573.0,2470.0,0.0,400.0,0.0,10468.0,-1004.0
2009-10-08,0.0,-1500.0,2255.0,-2694.0,2946.0,-1644.0,2028.0,-929.0,302.0,-412.0,7531.0,-7179.0
2006-04-01,2000.0,0.0,3458.0,-1499.0,3165.0,-529.0,2543.0,0.0,966.0,-14.0,12132.0,-2042.0
2009-10-09,100.0,-665.0,2810.0,-1534.0,2831.0,-201.0,2546.0,0.0,1301.0,-25.0,9588.0,-2425.0
2020-11-27,728.0,0.0,2478.25,-116.35,3420.9,-1.0,3372.0,0.0,0.0,-1622.8,9998.0,-1739.0
2015-09-08,2000.0,0.0,2025.6,-431.6,2216.6,-785.3,2700.0,0.0,300.0,0.0,9241.0,-1216.0
2009-10-10,700.0,0.0,1.0,-3724.0,2795.0,-61.0,2611.0,-65.0,1101.0,-25.0,7208.0,-3875.0
2020-11-28,1598.0,0.0,1199.1,-2215.8,2389.4,-202.6,2771.0,0.0,526.4,-732.2,8483.0,-3149.0
2006-04-02,2000.0,0.0,3014.0,-2006.0,3145.0,-589.0,2543.0,0.0,782.0,-14.0,11484.0,-2609.0
2020-11-29,2000.0,-99.0,1041.5,-706.6,3099.9,-173.6,1527.0,0.0,1389.4,-101.1,9056.0,-1079.0
2006-04-03,1999.0,-199.0,2800.0,-3130.0,3145.0,-944.0,2656.0,0.0,1025.0,-256.0,11625.0,-4529.0
2009-10-11,875.0,0.0,3604.0,-2182.0,2795.0,-51.0,2544.0,0.0,1301.0,-58.0,11119.0,-2291.0
2015-09-09,2000.0,-168.0,3149.3,-33.3,2524.6,-656.3,2470.0,0.0,400.0,0.0,10543.0,-857.0
2020-11-30,0.0,-1000.0,176.5,-2095.8,2461.3,-257.0,1003.0,-299.0,916.6,0.0,4556.0,-3651.0
2009-10-12,0.0,-1500.0,761.0,-3688.0,2851.0,-1216.0,2297.0,-768.0,302.0,-724.0,6211.0,-7896.0
2009-10-13,1122.0,-405.0,2552.0,-1401.0,2545.0,-294.0,2355.0,-610.0,904.0,-390.0,9478.0,-3100.0
2015-09-10,2000.0,-346.0,1146.0,-424.0,2779.0,-376.0,2470.0,0.0,400.0,0.0,8795.0,-1146.0
2006-04-04,1998.0,0.0,4566.0,-4354.0,3149.0,-472.0,2543.0,0.0,918.0,-29.0,13174.0,-4855.0
2020-12-01,2000.0,-395.0,1098.4,-3583.3,3571.7,-605.6,2768.0,-250.0,898.8,-5.0,10335.0,-4838.0
2009-10-14,125.0,-355.0,3243.0,-1879.0,2775.0,-158.0,2486.0,-50.0,513.0,-445.0,9142.0,-2887.0
2020-12-02,1944.0,-44.0,1054.5,-3939.9,2739.7,-210.3,3334.0,0.0,0.0,-2088.1,9071.0,-6281.0
2006-04-05,1999.0,0.0,3322.0,-2836.0,3229.0,-442.0,2544.0,0.0,686.0,-217.0,11780.0,-3495.0
2015-09-11,2000.0,-378.0,1076.0,-1565.7,2805.0,-275.0,2470.0,0.0,300.0,0.0,8651.0,-2218.0
2009-10-15,0.0,-1500.0,51.0,-4446.0,3040.0,-2523.0,2211.0,-1027.0,302.0,-318.0,5604.0,-9814.0
2009-10-16,0.0,-996.0,201.0,-3901.0,2866.0,-2059.0,1148.0,-1581.0,302.0,-318.0,4517.0,-8855.0
2009-10-17,0.0,-1500.0,1.0,-4263.0,2622.0,-1307.0,2539.0,0.0,322.0,-335.0,5484.0,-7405.0
2020-12-03,1052.0,0.0,965.2,-2629.2,3569.6,-1348.8,3337.0,0.0,200.0,-2000.0,9123.0,-5977.0
2006-04-06,864.0,0.0,3250.0,-2735.0,3230.0,-931.0,2657.0,-344.0,147.0,-538.0,10148.0,-4548.0
2015-09-12,2000.0,-440.0,1401.9,-2821.0,3127.0,-558.9,2470.0,0.0,1300.0,0.0,10298.0,-3819.0
2006-04-07,1999.0,0.0,2338.0,-3291.0,3169.0,-433.0,2478.0,0.0,343.0,-101.0,10327.0,-3825.0
2015-09-13,2000.0,-460.0,1450.0,-2286.6,3080.0,-1001.2,2470.0,0.0,1300.0,0.0,10300.0,-3747.0
2006-04-08,1999.0,0.0,3141.0,-2208.0,3219.0,-390.0,2543.0,0.0,1053.0,-31.0,11955.0,-2629.0
2020-12-04,2000.0,0.0,81.85,-2487.9,3529.2,-204.6,3621.0,0.0,200.0,-2350.0,9431.0,-5041.0
2015-09-14,994.0,0.0,4059.3,-588.9,2636.4,-1935.3,2700.0,0.0,1000.0,0.0,11389.0,-2523.0
2006-04-09,1999.0,-344.5,2638.0,-2150.0,3067.0,-360.0,2543.0,0.0,988.0,-31.0,11235.0,-2885.5
2009-10-18,0.0,-1500.0,17.0,-4467.0,2622.0,-939.0,1771.0,-85.0,399.0,-61.0,4809.0,-7052.0
2015-09-15,2000.0,-99.0,3745.2,-233.0,1876.8,-1175.0,2470.0,0.0,500.0,0.0,10591.0,-1507.0
2020-12-05,877.0,-246.0,28.1,-4371.1,3486.0,-398.3,3467.0,-304.0,963.8,-3263.8,8821.0,-8582.0
2009-10-19,0.0,-1500.0,66.0,-4435.0,2622.0,-1525.0,1922.0,-145.0,392.0,-355.0,5002.0,-7960.0
2006-04-10,2000.0,0.0,3068.0,-1727.0,3243.0,-538.0,2657.0,0.0,304.0,-469.0,11272.0,-2734.0
2015-09-16,2000.0,0.0,3503.1,0.0,2133.8,-2128.1,2470.0,0.0,0.0,-100.0,10106.0,-2228.0
2006-04-11,2000.0,0.0,2786.0,-2467.0,3201.0,-411.0,2544.0,0.0,3.0,-381.0,10534.0,-3259.0
2020-12-06,2000.0,-25.0,523.8,-7039.5,2562.4,-439.6,995.0,-276.0,186.0,-2438.0,6266.0,-10217.0
2015-09-17,2000.0,0.0,4138.8,-248.7,2001.2,-1291.6,2470.0,0.0,500.0,0.0,11109.0,-1539.0
2006-04-12,1688.0,0.0,3682.0,-2668.0,3271.0,-109.0,2657.0,0.0,1102.0,-887.0,12400.0,-3664.0
2009-10-20,0.0,-1500.0,401.0,-4400.0,2848.0,-2015.0,2249.0,-1214.0,302.0,-318.0,5800.0,-9447.0
2006-04-13,1914.0,0.0,3535.0,-2841.0,3197.0,-225.0,2508.0,0.0,695.0,-17.0,11849.0,-3083.0
2009-10-21,0.0,-1500.0,6.0,-4400.0,2671.0,-739.0,2079.0,-206.0,357.0,-260.0,5113.0,-7105.0
2020-12-07,2000.0,0.0,1385.9,-7104.8,1904.4,-381.1,435.0,-100.0,337.0,-3237.0,6061.0,-10822.0
2015-09-18,2000.0,0.0,2218.6,0.0,1564.0,-2714.0,2470.0,0.0,500.0,0.0,8752.0,-2714.0
2009-10-22,50.0,-1500.0,1056.0,-3754.0,2621.0,-1183.0,1888.0,-773.0,341.0,-277.0,5956.0,-7487.0
2020-12-08,1900.0,0.0,576.0,-526.15,1144.5,-2089.4,99.0,-1259.0,0.0,-2682.0,3719.0,-6556.0
2020-12-09,1084.0,0.0,43.8,-4941.6,1419.4,-763.1,99.0,-1103.0,236.4,-3119.0,2881.0,-9926.0
2006-04-14,2000.0,0.0,3965.0,-3124.0,3195.0,-739.0,2656.0,0.0,355.0,-320.0,12171.0,-4183.0
2015-09-19,2000.0,-138.0,5058.0,-259.3,2685.8,-1897.4,2470.0,0.0,400.0,0.0,12613.0,-2294.0
2020-12-10,2000.0,-370.0,260.6,-3464.5,2899.7,-2071.4,1366.0,0.0,291.0,-3191.0,6816.0,-9096.0
2015-09-20,2000.0,0.0,3239.1,-72.0,1564.0,-2714.0,747.0,0.0,400.0,0.0,7950.0,-2786.0
2006-04-15,2000.0,0.0,3740.0,-160.0,3235.0,-240.0,2543.0,0.0,639.0,-17.0,12157.0,-417.0
2006-04-16,2000.0,0.0,2947.0,-1852.0,2535.0,-561.0,2543.0,0.0,1047.0,-17.0,11072.0,-2430.0
2009-10-23,0.0,-1449.0,184.0,-4347.0,2621.0,-811.0,1710.0,-372.0,301.0,-312.0,4816.0,-7291.0
2020-12-11,327.0,-75.0,62.5,-1700.1,2768.0,-800.1,2526.0,0.0,198.0,-3098.0,5881.0,-5673.0
2015-09-21,2000.0,-217.0,1560.0,-14.7,2007.8,-1955.4,2220.0,0.0,900.0,0.0,8687.0,-2186.0
2006-04-17,2000.0,0.0,3717.0,-160.0,3235.0,-584.0,2543.0,0.0,886.0,-13.0,12381.0,-757.0
2009-10-24,164.0,-955.0,66.0,-4905.0,2703.0,-1006.0,2464.0,-60.0,301.0,-312.0,5698.0,-7238.0
2020-12-12,2000.0,-49.0,601.45,-3383.4,3614.0,-1.0,2522.0,0.0,391.0,-3191.0,9128.0,-6624.0
2015-09-22,2000.0,-414.0,2551.6,0.0,2234.0,-3353.0,2700.0,0.0,914.0,-8.0,10399.0,-3775.0
2006-04-18,2000.0,0.0,3154.0,-1743.0,3235.0,-1440.0,2543.0,0.0,1009.0,-17.0,11941.0,-3200.0
2020-12-13,2000.0,-296.0,1480.35,-125.1,3341.0,-101.0,268.0,0.0,6.5,-2706.5,7095.0,-3228.0
2015-09-23,2000.0,-85.0,1278.0,-396.0,2020.0,-3139.0,1496.0,-34.0,6.0,-72.1,6800.0,-3726.0
2009-10-25,75.0,-350.0,456.0,-4693.0,2721.0,-171.0,2263.0,-105.0,901.0,-12.0,6416.0,-5331.0
2015-09-24,2000.0,-340.0,1106.0,-555.9,3327.0,-2848.0,2470.0,-180.0,400.0,0.0,9303.0,-3923.0
2020-12-14,1087.0,0.0,592.3,-5066.7,2809.7,-109.9,2580.0,0.0,2466.8,0.0,9534.0,-5175.0
2015-09-25,2000.0,-300.0,1278.6,-161.5,2135.9,-1518.8,2470.0,-11.0,400.0,0.0,8283.0,-1990.0
2006-04-19,2000.0,0.0,3435.0,-390.0,3249.0,-260.0,2543.0,0.0,1000.0,-17.0,12227.0,-667.0
2009-10-26,200.0,-1095.0,658.0,-4158.0,2589.0,-370.0,1994.0,-50.0,401.0,-12.0,5842.0,-5685.0
2009-10-27,500.0,-1500.0,576.0,-3969.0,2789.0,-854.0,2094.0,-1225.0,302.0,-312.0,6261.0,-7860.0
2020-12-15,2000.0,-494.0,0.0,-4982.1,3544.0,-57.4,3107.0,0.0,2185.0,-754.1,10836.0,-6287.0
2015-09-26,2000.0,-237.0,1918.2,-2.1,1933.9,-1870.5,2470.0,0.0,1200.0,-5.0,9521.0,-2114.0
2006-04-20,2000.0,0.0,3798.0,-286.0,3249.0,-138.0,2543.0,0.0,912.0,-18.0,12502.0,-442.0
2009-10-28,25.0,-1425.0,1540.0,-3471.0,2940.0,-1204.0,1928.0,-220.0,343.0,-611.0,6776.0,-6931.0
2020-12-16,2000.0,-494.0,297.3,-1129.6,3153.0,-57.9,3262.0,0.0,421.0,-2821.0,9133.0,-4501.0
2015-09-27,2000.0,-198.0,1076.0,-1950.3,2386.2,-2513.1,1956.0,0.0,1200.0,-50.0,8618.0,-4711.0
2006-04-21,2000.0,0.0,3351.0,-153.0,3233.0,-628.0,2543.0,0.0,1118.0,-18.0,12245.0,-799.0
2015-09-28,2000.0,-316.0,1106.0,-1249.7,2703.0,-1821.5,1328.0,-50.0,1200.0,0.0,8337.0,-3436.0
2020-12-17,2000.0,-395.0,40.45,-4820.2,3644.0,-140.2,3285.0,0.0,3422.0,0.0,12391.0,-5355.0
2009-10-29,0.0,-1500.0,768.0,-2940.0,2959.0,-1965.0,1725.0,-992.0,300.0,-300.0,5752.0,-7697.0
2006-04-22,2000.0,0.0,3479.0,-50.0,2538.0,-45.0,2543.0,-20.0,847.0,-18.0,11407.0,-133.0
2009-10-30,0.0,-1409.0,1849.0,-2504.0,2653.0,-529.0,1769.0,-225.0,900.0,-144.0,7171.0,-4811.0
2015-09-29,2000.0,0.0,1267.0,-761.6,3921.0,-2572.7,2700.0,0.0,1200.0,0.0,11088.0,-3333.0
2006-04-23,2000.0,0.0,3309.0,-188.0,2503.0,-182.0,2543.0,0.0,744.0,-18.0,11099.0,-388.0
2020-12-18,1301.0,0.0,210.0,-1485.0,3674.0,-40.0,2765.0,0.0,1495.2,-750.5,9445.0,-2275.0
2015-09-30,2000.0,-148.0,2248.6,-1452.6,2620.7,-601.4,2470.0,-100.0,1200.0,0.0,10538.0,-2301.0
2009-10-31,50.0,-1320.0,50.0,-4754.0,2685.0,-476.0,2536.0,0.0,400.0,-140.0,5721.0,-6690.0
2015-10-01,2000.0,-200.0,627.0,-2605.8,2721.0,-351.7,2995.0,0.0,1200.0,0.0,9543.0,-3156.0
2020-12-19,2000.0,-494.0,357.0,-1987.2,3616.0,-0.1,3373.0,0.0,2927.5,-7.0,12273.0,-2488.0
2006-04-24,2000.0,0.0,2942.0,-93.0,2500.0,-419.0,2543.0,0.0,778.0,-18.0,10763.0,-530.0
2020-12-20,152.0,-566.0,622.35,-4190.5,3616.0,-68.6,2909.0,0.0,3422.0,-453.0,10721.0,-5277.0
2015-10-02,2000.0,-170.0,562.0,-1243.7,2606.0,-747.8,2479.0,-19.0,1200.0,0.0,8847.0,-2179.0
2006-04-25,2000.0,0.0,3094.0,-909.0,3193.0,-309.0,2527.0,0.0,1063.0,-18.0,11877.0,-1236.0
2020-12-21,2000.0,-593.0,849.35,-3689.2,3646.0,-3.3,2057.0,0.0,2508.6,-65.7,11060.0,-4350.0
2012-12-26,1000.0,0.0,3692.0,-1400.0,1781.0,-399.0,863.0,0.0,1100.0,-70.0,8436.0,-1869.0
2012-12-27,1000.0,0.0,3831.0,-1379.0,1795.0,-457.0,864.0,0.0,1100.0,0.0,8590.0,-1836.0
2006-04-26,2000.0,0.0,3717.0,-710.0,2593.0,-101.0,2543.0,0.0,778.0,-18.0,11631.0,-829.0
2009-11-01,978.0,-94.0,62.0,-5511.0,2595.0,-21.0,2536.0,0.0,535.0,-473.0,6706.0,-6099.0
2012-12-28,999.0,0.0,3721.0,-347.0,2710.0,-180.0,864.0,0.0,1325.0,-25.0,9619.0,-552.0
2015-10-03,2000.0,0.0,562.0,-2584.9,2668.4,-1034.6,3150.0,0.0,1200.0,0.0,9580.0,-3618.0
2015-10-04,2000.0,-198.0,582.0,-1627.7,2402.0,-664.8,1111.0,-112.0,1200.0,0.0,7295.0,-2601.0
2006-04-27,2000.0,0.0,3524.0,-128.0,2860.0,-188.0,2543.0,0.0,1043.0,0.0,11970.0,-316.0
2009-11-02,654.0,-445.0,154.0,-4486.0,2485.0,-682.0,2361.0,-50.0,1272.0,-130.0,6926.0,-5793.0
2012-12-29,1500.0,-200.0,2739.0,-371.0,2393.0,-354.0,864.0,0.0,857.0,-624.0,8353.0,-1549.0
2006-04-28,2000.0,0.0,3100.0,-415.0,2829.0,-104.0,2543.0,0.0,1147.0,0.0,11619.0,-519.0
2009-11-03,0.0,-2000.0,478.0,-3864.0,2896.0,-857.0,1480.0,-399.0,300.0,-500.0,5154.0,-7620.0
2015-10-05,2000.0,-178.0,2827.6,-24.7,2756.3,-242.5,2771.0,-125.0,0.0,-1100.0,10354.0,-1669.0
2012-12-30,1500.0,0.0,2160.0,-1525.0,1976.0,-921.0,864.0,0.0,1325.0,-25.0,7825.0,-2471.0
2009-11-04,159.5,-2000.0,1202.0,-3707.0,3300.0,-2354.0,1072.0,-1420.0,300.0,-500.0,6033.5,-9981.0
2009-11-05,384.0,-695.0,2945.0,-2001.0,2655.0,-793.0,1536.0,-935.0,234.0,-59.0,7754.0,-4483.0
2006-04-29,1970.0,0.0,3330.0,-291.0,2805.0,-104.0,2543.0,0.0,1097.0,0.0,11745.0,-395.0
2015-10-06,1000.0,0.0,2000.5,-290.5,2134.2,-1515.3,3150.0,0.0,52.5,-2.0,8336.0,-1807.0
2012-12-31,1500.0,0.0,2345.0,-1200.0,2405.0,-1099.0,864.0,0.0,1100.0,0.0,8214.0,-2299.0
2006-04-30,2000.0,0.0,2946.0,-633.0,2670.0,-143.0,2543.0,0.0,1100.0,0.0,11259.0,-776.0
2015-10-07,1000.0,0.0,3307.4,-259.1,2346.5,-3106.4,3150.0,0.0,900.0,-250.0,10703.0,-3615.0
2006-05-01,1975.0,0.0,2702.0,-2529.0,2035.0,-150.0,2225.0,-35.0,1018.0,0.0,9955.0,-2714.0
2015-10-08,1000.0,0.0,3446.2,-490.7,3250.0,-3082.4,1841.0,-250.0,552.9,-100.0,10089.0,-3922.0
2009-11-06,125.0,-360.0,1502.0,-3407.0,2872.0,-1305.0,1434.0,0.0,249.0,-459.0,6182.0,-5531.0
2013-01-01,1500.0,0.0,2656.0,-1248.0,2300.0,-536.0,874.0,0.0,1300.0,0.0,8630.0,-1784.0
2015-10-09,1000.0,0.0,2532.3,-262.0,2800.0,-1080.8,2995.0,0.0,1900.0,0.0,11227.0,-1342.0
2013-01-02,1499.0,0.0,3108.0,-2764.0,2767.0,-1620.0,874.0,0.0,1100.0,0.0,9348.0,-4384.0
2006-05-02,1975.0,0.0,3710.0,-159.0,3041.0,-144.0,2094.0,-54.0,912.0,0.0,11732.0,-357.0
2015-10-10,1000.0,-54.0,565.0,-749.0,2896.0,-962.6,1484.0,0.0,1800.0,0.0,7745.0,-1765.0
2006-05-03,2000.0,0.0,3506.0,-521.0,3110.0,-110.0,2181.0,-3.0,1187.0,0.0,11984.0,-634.0
2009-11-07,895.0,-1020.0,1544.0,-3453.0,2927.0,-486.0,2558.0,-20.0,482.0,-606.0,8406.0,-5585.0
2013-01-03,1500.0,0.0,2685.0,-1241.0,2563.0,-1023.0,867.0,0.0,1295.0,0.0,8910.0,-2264.0
2013-01-04,1000.0,0.0,2733.0,-1933.0,2387.0,-579.0,867.0,0.0,1300.0,0.0,8287.0,-2512.0
2006-05-04,2000.0,0.0,3625.0,0.0,2751.0,-5.0,2223.0,0.0,1169.0,-39.0,11768.0,-44.0
2009-11-08,217.0,-1005.0,1971.0,-1984.0,2752.0,-542.0,2362.0,-190.0,304.0,-829.0,7606.0,-4550.0
2015-10-11,1000.0,-89.0,950.0,-1929.0,2473.0,-519.6,1703.0,-50.0,1800.0,0.0,7926.0,-2587.0
2006-05-05,2000.0,-351.0,3840.0,-100.0,2561.0,-230.0,2257.0,0.0,1211.0,-39.0,11869.0,-720.0
2013-01-05,999.0,0.0,2703.0,-2517.0,2947.0,-852.0,867.0,0.0,1000.0,0.0,8516.0,-3369.0
2015-10-12,1000.0,-54.0,2675.8,-5.0,2765.0,-838.0,2981.0,-25.0,1800.0,0.0,11221.0,-922.0
2009-11-09,398.0,-896.0,435.0,-3685.0,1993.0,-138.0,1814.0,-145.0,324.0,-744.0,4964.0,-5608.0
2006-05-06,2000.0,0.0,3267.0,-1560.0,2904.0,-336.0,2257.0,0.0,1088.0,-39.0,11516.0,-1935.0
2009-11-10,589.0,-852.5,254.0,-4551.0,2373.0,-747.0,1783.0,-227.0,429.0,-639.0,5428.0,-7016.5
2013-01-06,1000.0,0.0,2700.0,-2885.0,2462.0,-351.0,867.0,0.0,1000.0,0.0,8029.0,-3236.0
2009-11-11,920.0,-546.0,476.0,-5298.0,2902.0,-1026.0,2428.0,-225.0,349.0,-874.0,7075.0,-7969.0
2006-05-07,2000.0,0.0,3709.0,-511.0,2959.0,-292.0,2191.0,0.0,903.0,-39.0,11762.0,-842.0
2015-10-13,1000.0,0.0,930.0,-2055.7,2723.1,-456.7,2905.0,0.0,1105.0,-50.0,8663.0,-2561.0
2013-01-07,1000.0,0.0,4226.0,-948.0,2690.0,-10.0,867.0,0.0,1300.0,0.0,10083.0,-958.0
2006-05-08,1898.0,-93.5,3241.0,-588.0,2060.0,-505.0,2257.0,0.0,1203.0,-39.0,10659.0,-1225.5
2013-01-08,664.0,-740.0,2465.0,-1014.0,3097.0,-573.0,2851.0,-100.0,1000.0,0.0,10077.0,-2427.0
2006-05-09,1241.0,-191.0,3789.0,-465.0,3132.0,-651.0,2408.0,0.0,383.0,-134.0,10953.0,-1441.0
2009-11-12,10.0,-360.0,318.0,-2469.0,2902.0,-231.0,2116.0,-33.0,361.0,-391.0,5707.0,-3484.0
2015-10-14,1000.0,0.0,960.2,0.0,2756.1,-909.9,1348.0,0.0,100.0,-280.1,6164.0,-1189.0
2013-01-09,0.0,-891.013,1963.0,-2328.0,3038.0,-935.0,2751.0,0.0,1000.0,0.0,8752.0,-4154.013
2013-01-10,973.0,0.0,3007.0,-2859.0,3181.0,-262.0,2546.0,-10.0,1340.0,-628.0,11047.0,-3759.0
2009-11-13,0.0,-228.0,85.0,-3485.0,2846.0,-293.0,2507.0,-20.0,648.0,-392.0,6086.0,-4418.0
2006-05-10,1497.0,0.0,3396.0,-272.0,3191.0,-191.0,2257.0,0.0,807.0,-39.0,11148.0,-502.0
2015-10-15,1000.0,0.0,968.6,-287.6,2977.0,-535.0,329.0,-1180.0,1300.0,0.0,6574.0,-2002.0
2013-01-11,1000.0,0.0,2088.0,-3150.0,3103.0,-991.0,2851.0,-100.0,1000.0,0.0,10042.0,-4241.0
2015-10-16,1000.0,0.0,930.0,-1714.5,2947.6,-1112.3,1922.0,-25.0,1300.0,0.0,8099.0,-2851.0
2006-05-11,1410.0,0.0,3558.0,-656.0,3174.0,-223.0,2257.0,0.0,1044.0,-30.0,11443.0,-909.0
2009-11-14,1893.0,-104.5,1061.0,-4157.0,2969.0,-51.0,2537.0,0.0,576.0,-576.0,9036.0,-4888.5
2013-01-12,1000.0,0.0,2662.0,-3000.0,3217.0,-219.0,2438.0,-13.0,900.0,0.0,10217.0,-3232.0
2015-10-17,1500.0,-98.0,982.0,-1529.3,2715.0,-1723.9,369.0,-228.0,1300.0,-50.0,6866.0,-3628.0
2006-05-12,1999.0,0.0,3823.0,0.0,3083.0,-213.0,2253.0,0.0,1147.0,-30.0,12305.0,-243.0
