date,fr_gb,gb_fr,fr_cwe,cwe_fr,fr_ch,ch_fr,fr_it,it_fr,fr_es,es_fr,export_france,import_france
2008-02-17,1442.0,0.0,843.0,-4669.0,3058.0,-774.0,2052.0,-234.0,1294.0,-14.0,8689.0,-5691.0
2021-06-20,3014.0,-951.0,3112.8,-16.4,2436.1,-472.65,1668.0,0.0,2960.0,0.0,13190.0,-1439.0
2021-06-21,3014.0,-837.0,1937.6,-581.0,2193.8,-160.5,2717.0,0.0,3145.0,-245.0,13006.0,-1823.0
2008-02-18,1368.0,-139.0,734.0,-4634.0,2498.0,-544.0,1807.0,-210.0,1031.0,-14.0,7438.0,-5541.0
2021-06-22,3014.0,-594.0,867.5,-35.4,1966.3,-645.5,2809.0,0.0,1950.0,0.0,10606.0,-1274.0
2008-02-19,448.0,-83.0,967.0,-4252.0,2356.0,-1.0,1898.0,-585.0,394.0,-191.0,6063.0,-5112.0
2021-06-23,3013.0,-445.0,3557.45,-25.0,2708.0,-4.0,2668.0,0.0,2100.0,0.0,14046.0,-474.0
2008-02-20,506.938,-275.0,1351.0,-2223.0,2507.0,-1.0,1668.0,-619.0,754.0,-317.0,6786.938,-3435.0
2021-06-24,3014.0,-521.0,3630.2,-770.7,2714.0,-105.7,3042.0,-201.3,1786.5,-507.5,14186.0,-2104.0
2021-06-25,3014.0,0.0,1528.8,-957.7,2521.0,-334.9,2576.0,-160.7,992.2,-55.7,10631.0,-1506.0
2008-02-21,1570.0,-1261.076,1351.0,-2617.0,2911.0,-35.0,2190.0,-105.0,826.0,-21.0,8848.0,-4039.076
2021-06-26,3014.0,-444.0,2812.2,-194.6,1723.6,-337.7,3030.0,0.0,3145.0,-1145.0,13724.0,-2120.0
2008-02-22,1066.0,0.0,2499.0,-3553.0,3079.0,-216.0,2705.0,-50.0,604.0,-15.0,9953.0,-3834.0
2021-06-27,3014.0,-815.0,5065.0,0.0,3050.1,-3.2,2386.0,0.0,2775.0,-575.0,16290.0,-1393.0
2008-02-23,1805.0,0.0,2288.0,-3801.0,2993.0,-213.0,2655.0,0.0,791.0,-102.0,10532.0,-4116.0
2021-06-28,3079.0,-350.0,3113.3,-308.0,2687.0,-640.4,3156.0,-42.0,82.3,-45.0,12117.0,-1385.0
2008-02-24,2000.0,0.0,1829.0,-3461.0,3022.0,-349.0,2175.0,-200.0,1304.0,-4.0,10330.0,-4014.0
2021-06-29,2910.0,-344.0,2555.6,-286.6,3348.5,-402.0,3771.0,0.0,3098.0,-298.0,15682.0,-1330.0
2021-06-30,3014.0,0.0,3102.2,-1450.9,2417.4,-672.7,3318.0,-368.3,1043.0,-2543.0,12894.0,-5033.0
2021-07-01,3014.0,-593.0,944.1,-1194.65,2451.4,-54.0,3118.0,0.0,2913.0,0.0,12440.0,-1841.0
2008-02-25,2000.0,0.0,2337.0,-2032.0,3047.0,-190.0,1746.0,-120.0,883.0,-4.0,10013.0,-2346.0
2008-02-26,2000.0,0.0,731.0,-3339.0,2999.0,-409.0,1986.0,-577.0,1247.0,-4.0,8963.0,-4329.0
2021-07-02,3014.0,-297.0,50.0,-1345.6,2678.4,-99.1,2940.0,-11.7,3098.0,0.0,11780.0,-1752.0
2021-07-03,3014.0,-740.0,2239.5,-344.7,3048.5,-2.0,3063.0,0.0,2600.0,0.0,13964.0,-1086.0
2008-02-27,2000.0,0.0,845.0,-3543.0,3005.0,-59.0,2153.0,-290.0,1304.0,-4.0,9307.0,-3896.0
2021-07-04,3014.0,-742.0,942.9,-651.9,2538.0,-216.9,3456.0,-217.0,1916.5,0.0,11866.0,-1826.0
2008-02-28,97.0,-265.0,3002.0,-1373.0,2482.0,-239.0,2655.0,0.0,406.0,-666.0,8642.0,-2543.0
2021-07-05,3009.0,-736.0,198.9,-2611.6,2336.8,-156.3,2439.0,0.0,3052.0,0.0,11034.0,-3503.0
2008-02-29,1097.0,0.0,4058.0,-1267.0,3156.0,-239.0,2656.0,0.0,649.0,-181.0,11616.0,-1687.0
2021-07-06,3014.0,-595.0,3065.45,-449.85,2260.9,-530.8,3046.0,-50.3,2451.0,-1.0,13836.0,-1625.0
2008-03-01,2000.0,0.0,2124.0,-2802.0,2951.0,-74.0,2656.0,-115.0,803.0,-14.0,10534.0,-3005.0
2008-03-02,2000.0,0.0,1249.0,-3709.0,2971.0,-391.0,2241.0,0.0,1302.0,-14.0,9763.0,-4114.0
2021-07-07,3014.0,-949.0,2448.9,-233.1,3054.1,-55.4,3328.0,0.0,3006.0,0.0,14850.0,-1237.0
2008-03-03,2000.0,0.0,1974.0,-2378.0,2951.0,-988.0,2378.0,-186.0,1303.0,-14.0,10606.0,-3566.0
2021-07-08,3014.0,-445.0,1624.95,-570.35,1785.3,-243.4,2876.0,0.0,2590.0,-46.6,11889.0,-1304.0
2008-03-04,1777.0,-48.0,3396.0,-2904.0,2341.0,-190.0,1952.0,-151.0,678.0,-476.0,10144.0,-3769.0
2021-07-09,3013.0,-247.0,2074.9,-499.65,3337.1,-569.9,3111.0,-351.3,395.8,-1445.3,11930.0,-3111.0
2021-07-10,3014.0,-446.0,89.4,-1651.3,1917.9,-514.6,2600.0,0.0,2250.0,0.0,9870.0,-2611.0
2008-03-05,1149.0,0.0,1466.0,-4443.0,2542.0,-853.0,2063.0,-472.0,435.0,-626.0,7655.0,-6394.0
2009-12-12,200.0,-354.0,57.0,-3540.0,2930.0,-14.0,2540.0,0.0,1312.0,-139.0,7039.0,-4047.0
2021-07-11,3014.0,-793.0,644.2,-695.6,1983.6,-147.3,2974.0,0.0,2350.0,0.0,10965.0,-1635.0
2008-03-06,0.0,-1145.0,1841.0,-3109.0,2168.0,-1333.0,2365.0,-305.0,302.0,-615.0,6676.0,-6507.0
2021-07-12,3014.0,-296.0,1086.8,-2423.5,1456.2,-1602.9,2854.0,-174.7,295.2,-2107.8,8705.0,-6602.0
2021-07-13,3014.0,-689.0,1681.1,-109.0,2748.4,-146.3,3297.0,0.0,2350.0,-250.0,13090.0,-1194.0
2008-03-07,715.0,0.0,875.0,-4193.0,2392.0,-26.0,1393.0,-528.0,504.0,-491.0,5879.0,-5238.0
2021-07-14,3014.0,-692.0,1092.3,0.0,2589.3,-220.0,3201.0,-5.3,2590.0,-290.0,12486.0,-1207.0
2021-07-15,3014.0,-948.0,1738.5,-87.2,3003.0,-3.0,3315.0,0.0,3006.0,0.0,14076.0,-1038.0
2008-03-08,1246.0,0.0,884.0,-4560.0,2770.0,-1.0,2435.0,-30.0,1313.0,-94.0,8648.0,-4685.0
2021-07-16,3014.0,-791.0,3124.5,-22.4,3014.5,-14.5,2342.0,0.0,3006.0,-333.8,14500.0,-1160.0
2008-03-09,1894.0,0.0,455.0,-4953.0,2750.0,-26.0,2335.0,0.0,806.0,-17.0,8240.0,-4996.0
2008-03-10,1718.0,0.0,996.0,-3250.0,2770.0,-1307.0,1818.0,-350.0,1240.0,-261.0,8542.0,-5168.0
2021-07-17,3014.0,-593.0,2022.6,-0.1,2480.4,-901.7,2180.0,0.0,2867.0,0.0,12563.0,-1494.0
2008-03-11,310.0,-350.0,2231.0,-3981.0,2877.0,-802.0,2389.0,0.0,2.0,-307.0,7809.0,-5440.0
2021-07-18,3014.0,-889.0,5180.8,-454.5,3077.3,-79.0,2999.0,0.0,2200.0,0.0,16470.0,-1422.0
2008-03-12,713.501,-151.0,2397.0,-3165.0,2881.0,-478.0,2548.0,-10.0,302.0,-615.0,8841.501,-4419.0
2021-07-19,2981.0,-516.0,3461.8,-723.85,3685.4,-685.5,3123.0,-50.0,2728.0,-328.0,15978.0,-2302.0
2008-03-13,1471.0,0.0,1435.0,-3737.0,2938.0,-197.0,1772.0,-1133.0,1303.0,-18.0,8919.0,-5085.0
2021-07-20,3014.0,-494.0,2534.3,-6.8,2456.5,-744.3,2670.0,0.0,2600.0,0.0,13274.0,-1244.0
2008-03-14,1242.0,0.0,2371.0,-3621.0,2938.0,-190.0,2027.0,-15.0,1303.0,-18.0,9881.0,-3844.0
2021-07-21,3014.0,-346.0,1538.3,-762.7,2555.0,-25.5,3388.0,-2.0,2913.0,-613.0,13408.0,-1748.0
2008-03-15,1500.0,0.0,3897.0,-3251.0,2961.0,-397.0,2541.0,0.0,1303.0,-18.0,12202.0,-3666.0
2008-03-16,1500.0,0.0,3375.0,-2318.0,2955.0,-270.0,2307.0,-20.0,1303.0,-18.0,11440.0,-2626.0
2008-03-17,1387.0,0.0,2823.0,-3791.0,2955.0,-459.0,1763.0,-255.0,1303.0,-18.0,10231.0,-4523.0
2021-07-22,3014.0,-395.0,20.6,-875.3,2365.8,-109.8,2929.0,0.0,2590.0,0.0,10918.0,-1379.0
2008-03-18,428.0,-446.0,1861.0,-3721.0,2892.0,-512.0,2070.0,-253.0,301.0,-611.0,7552.0,-5543.0
2021-07-23,3014.0,-544.0,1237.8,-136.1,2301.5,-28.0,2526.0,-27.0,2250.0,0.0,11328.0,-735.0
2008-03-19,984.0,-100.0,1761.0,-3972.0,2955.0,-481.0,2206.0,-780.0,1313.0,-28.0,9219.0,-5361.0
2008-03-20,825.0,-155.0,963.0,-4400.0,2934.0,-190.0,1416.0,-331.0,534.0,-520.0,6672.0,-5596.0
2021-07-24,3014.0,-890.0,2992.7,-382.0,2913.0,-13.2,3119.0,-2.0,2450.0,0.0,14488.0,-1287.0
2021-07-25,3014.0,-593.0,2862.4,-8.1,3042.1,-467.7,3119.0,0.0,2300.0,-1000.0,14337.0,-2068.0
2008-03-21,1150.0,0.0,1158.0,-3637.0,2894.0,-327.0,1572.0,-1386.0,919.0,-135.0,7693.0,-5485.0
2021-07-26,3014.0,-544.0,2620.8,-39.8,2363.1,-1902.9,3129.0,0.0,2500.0,0.0,13626.0,-2485.0
2008-03-22,1299.0,0.0,1408.0,-4521.0,3002.0,-692.0,923.0,-539.0,304.0,-190.0,6936.0,-5942.0
2021-07-27,3014.0,-593.0,3075.2,-683.9,2438.4,-550.7,3044.0,0.0,2636.0,0.0,14207.0,-1826.0
2008-03-23,1464.0,0.0,530.0,-4894.0,2562.0,-1418.0,1388.0,-1091.0,639.0,-330.0,6583.0,-7733.0
2021-07-28,3014.0,-839.0,3924.1,-369.0,3198.0,-298.0,3074.0,0.0,2050.0,0.0,15260.0,-1506.0
2008-03-24,1494.0,-42.666,820.0,-4980.0,2692.0,-1250.0,1293.0,-1699.0,434.0,-606.0,6733.0,-8577.666000000001
2021-07-29,3014.0,-891.0,3001.2,-992.8,2999.8,-99.9,3057.0,0.0,2728.0,0.0,14799.0,-1982.0
2008-03-25,373.278,-798.0,1833.0,-3787.0,1694.0,-412.0,2590.0,-88.0,290.0,-605.0,6780.278,-5690.0
2021-07-30,3014.0,-667.0,2280.6,0.0,2903.1,-3.1,3006.0,0.0,2400.0,-400.0,13603.0,-1070.0
2008-03-26,372.0,-372.0,1110.0,-4214.0,2417.0,-423.0,2038.0,-280.0,534.0,-446.0,6471.0,-5735.0
2021-07-31,3014.0,-951.0,1787.1,-63.35,3003.2,-3.2,2683.0,0.0,2867.0,0.0,13354.0,-1017.0
2008-03-27,851.0,-104.0,1422.0,-3182.0,2759.0,-1.0,1501.0,-370.0,303.0,-549.0,6836.0,-4206.0
2021-08-01,3014.0,-742.0,4855.0,0.0,3003.2,-3.2,2644.0,0.0,2543.0,-643.0,16059.0,-1388.0
2008-03-28,1215.0,0.0,1062.0,-4659.0,2949.0,-51.0,1956.0,-435.0,303.0,-490.0,7485.0,-5635.0
2021-08-02,3014.0,-594.0,3525.6,-1.1,2911.0,-472.4,2598.0,0.0,2867.0,0.0,14915.0,-1067.0
2021-08-03,3014.0,-496.0,1516.4,-1801.3,2570.6,-145.3,1938.0,0.0,2346.2,0.0,11384.0,-2442.0
2008-03-29,2000.0,0.0,1138.0,-3693.0,2937.0,-1.0,2540.0,0.0,1403.0,-18.0,10018.0,-3712.0
2021-08-04,3014.0,-446.0,1106.4,-164.9,2006.4,-117.9,2088.0,0.0,1300.0,0.0,9514.0,-727.0
2008-03-30,2000.0,0.0,1760.0,-4550.0,2934.0,-75.0,2540.0,0.0,1308.0,-18.0,10542.0,-4643.0
2008-03-31,1887.0,0.0,1661.0,-2724.0,2937.0,-127.0,2391.0,-30.0,733.0,-548.0,9609.0,-3429.0
2008-04-01,448.0,-449.0,2018.0,-3674.0,2878.0,-356.0,2330.0,-30.0,406.0,-374.0,8080.0,-4883.0
2021-08-05,3014.0,-743.0,3297.8,0.0,2143.9,-934.4,2281.0,0.0,3288.1,-135.0,14023.0,-1812.0
2008-04-02,1048.0,-121.0,1444.0,-4353.0,2858.0,-140.0,2035.0,0.0,426.0,-566.0,7811.0,-5180.0
2021-08-06,3014.0,-2129.0,1839.6,-250.0,2801.7,-1.7,2084.0,0.0,2682.0,-282.0,12420.0,-2662.0
2008-04-03,670.0,-737.742,3419.0,-3775.0,2833.0,-260.0,2074.0,-50.0,307.0,-599.0,9303.0,-5421.742
2021-08-07,3014.0,-2230.0,1512.0,0.0,2802.3,-8.3,2508.0,0.0,2960.0,-160.0,12796.0,-2398.0
2008-04-04,960.0,-55.195,3412.0,-3602.0,2879.0,-231.0,2282.0,0.0,323.0,-653.0,9856.0,-4541.195
2008-04-05,1949.0,0.0,1539.0,-4500.0,3265.0,-327.0,2656.0,0.0,309.0,-600.0,9718.0,-5427.0
2021-08-08,3014.0,-2395.0,465.45,-1325.2,2804.2,-622.0,2127.0,0.0,2400.0,-3.0,10810.0,-4345.0
2008-04-06,1997.0,0.0,1566.0,-4401.0,2809.0,-312.0,1865.0,-459.0,201.0,-108.0,8438.0,-5280.0
2008-04-07,393.0,-438.0,1722.0,-4228.0,2809.0,-1391.0,1117.0,-643.0,303.0,-633.0,6344.0,-7333.0
2021-08-09,3014.0,-1243.0,1717.5,-100.6,2791.7,-77.7,2412.0,0.0,2728.0,-57.0,12662.0,-1477.0
2021-08-10,3014.0,-742.0,3196.1,0.0,2802.5,-2.5,2215.0,0.0,1850.0,0.0,13077.0,-744.0
2008-04-08,102.0,-439.0,1242.0,-3540.0,2809.0,-1242.0,801.0,-704.0,303.0,-623.0,5257.0,-6548.0
2021-08-11,3014.0,-295.0,120.3,-1752.2,2151.0,-986.1,2084.0,0.0,3365.0,-109.6,10734.0,-3142.0
2008-04-09,238.0,-609.0,1530.0,-3577.0,2829.0,-988.0,1526.0,-285.0,303.0,-578.0,6426.0,-6037.0
2008-04-10,469.197,-476.0,2317.0,-3228.0,2829.0,-601.0,1054.0,-570.0,302.0,-492.0,6971.197,-5367.0
2008-04-11,410.0,-456.0,1552.0,-2820.0,3290.0,-581.0,1525.0,-287.0,301.0,-604.0,7078.0,-4748.0
2021-08-12,3014.0,-891.0,681.9,-199.4,1649.3,-225.2,1649.0,0.0,3006.0,0.0,9999.0,-1315.0
2008-04-12,1997.0,0.0,2112.0,-4099.0,2804.0,-785.0,2141.0,-73.0,882.0,-252.0,9936.0,-5209.0
2021-08-13,3014.0,-2096.0,1649.9,-74.0,2270.6,-1286.5,1442.0,-1.3,3098.0,0.0,11473.0,-3457.0
2008-04-13,1997.0,0.0,1665.0,-3442.0,2759.0,-592.0,2522.0,-5.0,202.0,-22.0,9145.0,-4061.0
2021-08-14,3014.0,-1677.0,1056.55,-25.5,2535.3,-392.4,1952.0,0.0,3191.0,-591.0,11748.0,-2685.0
2008-04-14,1132.0,-516.0,1941.0,-3162.0,2768.0,-643.0,1976.0,-135.0,301.0,-604.0,8118.0,-5060.0
2008-04-15,1721.0,0.0,1492.0,-3511.0,2760.0,-375.0,1596.0,-499.0,482.0,-481.0,8051.0,-4866.0
2021-08-15,3014.0,-296.0,404.1,-1535.6,2209.9,-789.0,1686.0,0.0,2590.0,0.0,9903.0,-2620.0
2008-04-16,1723.0,0.0,2867.0,-3126.0,2836.0,-399.0,2120.0,0.0,301.0,-604.0,9847.0,-4129.0
2008-04-17,1497.0,0.0,1474.0,-3303.0,2840.0,-193.0,1837.0,-60.0,477.0,-334.0,8125.0,-3890.0
2021-08-16,3014.0,-1796.0,2810.0,0.0,2803.0,-3.0,1189.0,0.0,2350.0,0.0,12166.0,-1799.0
2008-04-18,1724.0,0.0,1440.0,-2520.0,2760.0,-335.0,2029.0,-60.0,301.0,-540.0,8254.0,-3455.0
2021-08-17,3014.0,-615.0,2203.05,-1729.9,2884.7,-105.8,2700.0,0.0,3098.0,-798.0,13899.0,-3247.0
2008-04-19,1997.0,0.0,926.0,-3253.0,2609.0,-64.0,2626.0,-100.0,286.0,-109.0,8444.0,-3526.0
2021-08-18,3014.0,0.0,568.35,-1170.2,2327.6,-662.95,2119.0,-45.7,3098.0,-798.0,11126.0,-2675.0
2008-04-20,1997.0,0.0,1387.0,-3214.0,2608.0,-378.0,2538.0,0.0,1301.0,-109.0,9831.0,-3701.0
2021-08-19,3014.0,-445.0,2292.4,-230.2,2819.3,-19.3,2703.0,0.0,3283.0,-683.0,14111.0,-1377.0
2021-08-20,3014.0,-371.0,3244.1,-513.4,2803.0,-128.0,2919.0,0.0,2960.0,-360.0,14940.0,-1372.0
2008-04-21,1997.0,0.0,2261.0,-2001.0,2778.0,-320.0,2147.0,-20.0,1139.0,-64.0,10322.0,-2405.0
2008-04-22,1993.0,0.0,2094.0,-2491.0,2778.0,-345.0,2049.0,-370.0,1301.0,-24.0,10215.0,-3230.0
2021-08-21,3014.0,-741.0,4074.6,-865.6,2799.1,-3.0,2962.0,0.0,2867.0,-367.0,15716.0,-1976.0
2008-04-23,1821.0,0.0,2006.0,-2170.0,2898.0,-485.0,2654.0,0.0,301.0,-631.0,9680.0,-3286.0
2021-08-22,3014.0,-654.0,4055.9,-482.2,2803.0,-3.0,2478.0,0.0,2867.0,-567.0,15217.0,-1706.0
2008-04-24,1997.0,0.0,2177.0,-2372.0,2798.0,-326.0,2269.0,0.0,227.0,-49.0,9468.0,-2747.0
2021-08-23,3014.0,-594.0,2816.2,-54.5,2853.0,-53.0,2470.0,0.0,2821.0,-53.5,13974.0,-754.0
2008-04-25,1998.0,0.0,1397.0,-1974.0,2872.0,-275.0,2542.0,-50.0,1164.0,-44.0,9973.0,-2343.0
2021-08-24,3014.0,-297.0,2900.7,-391.55,2465.2,-128.2,2470.0,-3.3,2543.0,0.0,13392.0,-819.0
2008-04-26,1994.0,0.0,1644.0,-1569.0,2935.0,-117.0,2442.0,-50.0,202.0,-24.0,9217.0,-1760.0
2021-08-25,3014.0,-445.0,3142.6,-433.8,2727.9,-27.9,2759.0,0.0,2497.0,0.0,14139.0,-905.0
2008-04-27,1994.0,0.0,3300.0,-1733.0,3110.0,-268.0,2447.0,0.0,1302.0,-24.0,12153.0,-2025.0
2008-04-28,1998.0,0.0,3582.0,-1849.0,2985.0,-569.0,2541.0,0.0,1302.0,-24.0,12408.0,-2442.0
2021-08-26,3014.0,-951.0,883.6,-8.2,2702.6,-2.6,2983.0,0.0,2497.0,0.0,12079.0,-961.0
2021-08-27,3013.0,-742.0,1132.6,-554.7,2702.0,-2.0,3060.0,0.0,2497.0,-247.1,12404.0,-1545.0
2008-04-29,1997.0,0.0,2252.0,-2464.0,2935.0,-404.0,2542.0,-200.0,802.0,-114.0,10528.0,-3182.0
2008-04-30,1997.0,0.0,1343.0,-2503.0,2900.0,-381.0,2276.0,-25.0,852.0,-146.0,9368.0,-3055.0
2021-08-28,3014.0,-740.0,2303.4,-385.4,2802.6,-2.6,2858.0,0.0,2497.0,0.0,13474.0,-1127.0
2008-05-01,1998.0,0.0,2545.0,-1647.0,3148.0,-1530.0,2255.0,-800.0,1303.0,-26.0,11249.0,-4003.0
2021-08-29,3014.0,-821.635,3595.6,-828.8,2801.8,-1.8,1463.0,0.0,2775.0,-575.0,13648.0,-2225.635
2008-05-02,1998.0,0.0,3190.0,-1724.0,3124.0,-1922.0,2405.0,0.0,442.0,-663.0,11159.0,-4309.0
2021-08-30,3014.0,-949.0,1472.55,-808.65,2821.2,-472.2,2837.0,-18.3,2350.0,0.0,12494.0,-2247.0
2008-05-03,1998.0,0.0,3018.0,-2645.0,3217.0,-886.0,2197.0,0.0,1303.0,-26.0,11733.0,-3557.0
2008-05-04,1998.0,0.0,2939.0,-168.0,3133.0,-1191.0,2187.0,0.0,1303.0,-26.0,11560.0,-1385.0
2021-08-31,3014.0,-950.0,1958.15,-607.85,2801.7,-4.0,2924.0,-1.7,2497.0,-197.0,13194.0,-1759.0
2008-05-05,1948.0,-1.0,3127.0,-662.0,3243.0,-734.0,2205.0,0.0,1272.0,-226.0,11795.0,-1623.0
2021-09-01,3014.0,-668.0,3323.3,0.0,2802.0,-2.0,2933.0,0.0,2543.0,-443.0,14615.0,-1113.0
2021-09-02,3014.0,-148.0,2879.75,-202.4,2869.3,-69.3,2715.0,0.0,2867.0,-367.0,14344.0,-786.0
2008-05-06,1998.0,0.0,2801.0,-3130.0,3267.0,-739.0,2255.0,0.0,1303.0,-26.0,11624.0,-3895.0
2021-09-03,3014.0,-147.0,1992.1,-629.2,2801.9,-2.0,3205.0,-3.0,2600.0,-200.0,13612.0,-981.0
2021-09-04,3014.0,-593.0,2323.1,-385.7,2800.0,-37.7,2473.0,0.0,2590.0,-190.0,13200.0,-1205.0
2008-05-07,1998.0,0.0,3459.0,-1098.0,3187.0,-166.0,2059.0,0.0,1303.0,-26.0,12006.0,-1290.0
2021-09-05,3014.0,-742.0,737.15,-410.4,2798.0,-12.0,3131.0,0.0,2636.0,-236.0,12316.0,-1400.0
2008-05-08,1998.0,0.0,3130.0,-578.0,3203.0,-322.0,2177.0,0.0,1319.0,-61.0,11827.0,-961.0
2021-09-06,3014.0,-297.0,143.05,-106.1,2809.8,-9.8,3311.0,0.0,2543.0,-10.0,11820.0,-422.0
2008-05-09,1998.0,0.0,3160.0,-25.0,3181.0,-193.0,2192.0,0.0,1306.0,-36.0,11837.0,-254.0
2021-09-07,2549.0,-134.0,3873.8,-123.9,2703.0,-122.3,2941.0,0.0,2350.0,0.0,14416.0,-379.0
2008-05-10,1948.0,0.0,2447.0,-698.0,3133.0,-191.0,2257.0,0.0,1306.0,-36.0,11091.0,-925.0
2008-05-11,1998.0,0.0,2230.0,-1301.0,3133.0,-548.0,2257.0,0.0,1306.0,-36.0,10924.0,-1885.0
2021-09-08,2464.0,-247.0,3048.7,0.0,2601.7,-1.7,3457.0,0.0,2250.0,0.0,13820.0,-248.0
2021-09-09,2514.0,0.0,1001.9,-172.2,1791.55,-725.8,1791.0,-92.7,3121.0,-662.4,10218.0,-1651.0
2008-05-12,1998.0,0.0,3944.0,-760.0,3147.0,-857.0,2407.0,0.0,1301.0,-22.0,12797.0,-1639.0
2021-09-10,2514.0,0.0,359.2,-1519.8,2592.4,-52.2,3121.0,-75.0,2400.0,0.0,10986.0,-1646.0
2008-05-13,1998.0,0.0,2737.0,-748.0,3133.0,-956.0,2257.0,0.0,1306.0,-36.0,11431.0,-1740.0
2021-09-11,2014.0,-99.0,125.6,-755.4,2009.0,-415.0,2612.0,0.0,2636.0,0.0,9396.0,-1269.0
2021-09-12,2014.0,-148.0,0.0,-1413.6,2026.7,-1345.9,1962.0,-18.7,2775.0,0.0,8777.0,-2924.0
2008-05-14,1998.0,0.0,1633.0,-2216.0,3133.0,-669.0,2257.0,0.0,1306.0,-86.0,10327.0,-2971.0
2021-09-13,2014.0,-247.0,1303.85,-2143.45,2854.1,-54.1,2846.0,0.0,2728.0,-128.0,11745.0,-2572.0
2008-05-15,1998.0,0.0,3096.0,-620.0,3134.0,-634.0,2256.0,0.0,873.0,-185.0,11357.0,-1439.0
2021-09-14,2211.0,-1170.0,3326.7,-563.45,2801.4,-1.7,2882.0,-0.7,3007.0,-1546.1,14227.0,-3280.0
2021-09-15,2014.0,0.0,560.7,-3321.7,2702.3,-468.1,3052.0,-9.3,3145.0,-345.0,11473.0,-4143.0
2008-05-16,1998.0,0.0,1830.0,-1255.0,3134.0,-893.0,2216.0,0.0,1306.0,-34.0,10484.0,-2182.0
2021-09-16,1014.0,0.0,1325.0,-2672.6,3076.1,-284.1,2759.0,-11.0,3052.0,-252.0,11226.0,-3219.0
2008-05-17,1998.0,0.0,3134.0,-967.0,3092.0,-1363.0,2406.0,0.0,1068.0,-846.0,11698.0,-3176.0
2021-09-17,1014.0,-74.0,0.3,-1983.1,2779.9,-366.0,2809.0,0.0,2775.0,-114.6,9377.0,-2537.0
2021-09-18,1014.0,-49.0,38.75,-2122.45,2200.6,-819.9,3471.0,0.0,2821.0,0.0,9544.0,-2990.0
2008-05-18,1998.0,0.0,2816.0,-1127.0,3124.0,-1857.0,2256.0,-100.0,1306.0,-34.0,11500.0,-3118.0
2021-09-19,900.0,0.0,190.7,-689.0,1837.95,-319.3,2470.0,0.0,2150.0,-116.7,7547.0,-1124.0
2008-05-19,1998.0,0.0,1422.0,-2762.0,3190.0,-2447.0,2350.0,-50.0,303.0,-318.0,9263.0,-5577.0
2021-09-20,1014.0,-603.0,2358.6,-648.65,2710.9,-1101.1,1620.0,-181.7,2562.0,-495.5,10264.0,-3028.0
2008-05-20,1728.0,-204.0,1670.0,-947.0,3090.0,-917.0,2080.0,-125.0,303.0,-618.0,8871.0,-2811.0
2021-09-21,1014.0,-148.0,2628.2,-82.3,2128.8,-426.3,2470.0,0.0,2222.7,-622.7,10462.0,-1278.0
2008-05-21,1998.0,0.0,1726.0,-2382.0,3087.0,-1942.0,2299.0,-150.0,303.0,-618.0,9413.0,-5092.0
2021-09-22,1014.0,-296.0,1586.55,-110.0,2460.0,-571.6,3099.9,0.0,1600.0,0.0,9759.0,-977.0
2021-09-23,928.0,-836.0,600.1,-764.6,2751.8,-52.0,3455.0,0.0,2000.0,0.0,9734.0,-1652.0
2008-05-22,1998.0,0.0,2087.0,-3459.0,3084.0,-3145.0,2407.0,0.0,302.0,-614.0,9878.0,-7218.0
2008-05-23,1998.0,0.0,2043.0,-1693.0,3058.0,-1282.0,2407.0,0.0,302.0,-614.0,9808.0,-3589.0
2021-09-24,853.0,-53.0,1685.25,-1158.3,239.6,-1326.6,2700.0,0.0,284.1,-1334.1,5761.0,-3871.0
2021-09-25,1014.0,-147.0,0.15,-1706.9,2077.2,-826.6,2737.0,0.0,1800.0,0.0,7628.0,-2679.0
2008-05-24,1998.0,0.0,1825.0,-3287.0,3105.0,-2438.0,2225.0,-77.0,505.0,-6.0,9658.0,-5808.0
2021-09-26,1014.0,-197.0,1045.0,-517.7,1368.1,-764.3,3159.0,0.0,1250.0,0.0,7836.0,-1478.0
2021-09-27,1014.0,-297.0,200.0,-3065.85,2531.7,-310.9,3110.0,0.0,1650.0,0.0,8505.0,-3672.0
2008-05-25,1998.0,0.0,1712.0,-2039.0,3061.0,-2374.0,2109.0,-159.0,1005.0,-6.0,9885.0,-4578.0
2021-09-28,1014.0,-1306.0,375.0,-1695.8,2828.8,-28.9,2567.0,0.0,1250.0,0.0,8034.0,-3029.0
2008-05-26,1998.0,0.0,2382.0,-1739.0,3155.0,-1264.0,2257.0,0.0,1005.0,-6.0,10797.0,-3009.0
2021-09-29,1014.0,-399.0,7.0,-1533.0,2834.0,-757.6,2944.0,-10.0,1800.0,0.0,8599.0,-2699.0
2008-05-27,1998.0,0.0,2134.0,-1128.0,3105.0,-2024.0,2257.0,-200.0,505.0,-6.0,9999.0,-3358.0
2021-09-30,1202.0,-774.0,0.0,-3071.2,899.0,-1983.9,3352.0,0.0,1955.0,-5.0,7408.0,-5833.0
2008-05-28,1922.0,0.0,1474.0,-2126.0,3105.0,-2310.0,2257.0,0.0,505.0,-6.0,9263.0,-4442.0
2021-10-01,1014.0,-1530.0,788.4,-263.95,3020.0,0.0,3406.0,0.0,1100.0,0.0,9328.0,-1793.0
2008-05-29,1448.0,0.0,2758.0,-1395.0,3204.0,-1941.0,2205.0,0.0,566.0,-205.0,10181.0,-3541.0
